CM_TARGET_GUID,CM_TARGET_TYPE,CM_TARGET_NAME,CM_SNAPSHOT_TYPE,LAST_COLLECTION_TIMESTAMP,ECM_SNAPSHOT_ID,NAME,VERSION,CURRENTLY_USED,EVER_USED,FIRST_USAGE_DATE,AUX_COUNT,FEATURE_INFO,TOTAL_SAMPLES,LAST_USAGE_DATE,LAST_SAMPLE_DATE,LAST_SAMPLE_PERIOD,DBID,DETECTED_USAGES
vCwD4xRF5BhrHm94JX3yFQ==,Mysql_database,BSTORSDX_BSTORSDX2,Mysql_dbconfig,2023-03-13T06:13:39.000,vVV5LfjpHIDgU6W1Mgp2RQ==,Partitioning (system),19.0.0.0.0,TRUE,,2020-07-29T18:55:26.000,39.16,1:T:I::1048575:0:1:::::32::0:ON0::N:N::0::0::::N1:I:I::1048575:0:1::LP:N:NU:32::0:F0::N:N::0::0::::N1:I:I::1048575:0:1::L:N:NU:32::0:F0::N:N::0::0::::N2:T:I::1048575:0:1:::::32::0:ON0::N:N::0::0::::N2:I:I::1048575:0:1::L:N:NU:32::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::LP:N:U:32::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::L:L:U:32::0:F0::N:N::0::0::::N3:T:I::1048575:0:1:::::32::0:ON0::N:N::0::0::::N4:T:H::100:0:2:::::100::0:ON0::N:N::0::0::::N4:I:::::4::GNP:N:U::::F:NO::::::::::5:T:L::1:0:1:::::1::0:ON0::N:N::0::0::::N5:I:L::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N6:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N8:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N11:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N11:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N12:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N13:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N13:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N14:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N14:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N14:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N15:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N16:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N17:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N17:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N18:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N18:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N19:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N20:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N24:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N24:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N25:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N31:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N31:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N32:T:R::1:0:1:::::1::0:ON0::N:N::,137,2023-03-11T01:38:46.000,2023-03-11T01:38:46.000,596206,321181775,137
zfMtMasFfVBVUF/z4qjIPQ==,Mysql_pdb,EBKEUPRD_EBKEUPDB,Mysql_pdbconfig,2023-03-13T16:39:46.000,vZlrvgyMpCrgU6W1Mgru4w==,ACFS,19.0.0.0.0,TRUE,,2020-07-18T13:39:21.000,,:num_filesystems:0,139,2023-03-12T18:37:14.000,2023-03-12T18:37:14.000,604819,3320236175,116
mN2gxgNjnEfJ8Ujt++rT2g==,Mysql_pdb,MFTORPRD_MFTORPDB,Mysql_pdbconfig,2023-03-13T09:48:36.000,vZPt7regWZzgU6W1MgrFfw==,ACFS,19.0.0.0.0,TRUE,,2021-11-14T10:31:19.000,,:num_filesystems:0,127,2023-03-12T22:41:02.000,2023-03-12T22:41:02.000,604845,510613448,70
LA90Lz1fNIBnFBckaXVemQ==,Mysql_database,ENRORPRD_ENRORPRD2,Mysql_dbconfig,2023-03-13T06:44:54.000,vZLmtNiuE2zgU6W1MgqFWQ==,In-Memory FastStart,19.0.0.0.0,FALSE,,,0,,147,,2023-03-10T23:34:12.000,604800,2646858330,0
2883G6XNQEzgU6W1MgoeXA==,Mysql_database,OCEANDEV,Mysql_dbconfig,2023-03-14T00:28:48.000,287y4NKLEeLgU6W1Mgox5A==,Semantics/RDF,19.0.0.0.0,FALSE,,,0,,50,,2023-03-11T02:58:03.000,569871,1583744427,0
xuynkHJNwaesoLvRFjVi1w==,Mysql_pdb,OEMSTG_OEMPDB,Mysql_pdbconfig,2023-03-13T09:56:44.000,vMDVD8TA02XgU6W1MgpQnw==,Statistics Advisor,19.0.0.0.0,FALSE,,2021-01-02T09:05:02.000,273,<advisor_usage>  <reports>    <first_report_time/>    <last_report_time/>    <num_db_reports>0</num_db_reports>  </reports></advisor_usage>,116,2021-09-25T17:04:48.000,2023-03-12T09:58:12.000,604848,1896773242,39
kPP3lcHpgH6cYTsAfIHBTQ==,Mysql_database,EAGORPRD_EAGORPRD2,Mysql_dbconfig,2023-03-14T02:29:15.000,vZPt7rYcWZzgU6W1MgrFfw==,ACFS,19.0.0.0.0,TRUE,,2021-11-14T03:21:31.000,0,:num_filesystems:0,149,2023-03-11T23:34:48.000,2023-03-11T23:34:48.000,603665,1760147758,70
TWAxojxfkunSt28qP0QFNA==,rac_database,EAGORSTG,Mysql_racconfig,2023-03-13T08:34:09.000,vVXAsZ24Vg7gU6W1MgocHA==,ACFS,19.0.0.0.0,TRUE,,2021-10-24T04:02:56.000,0,:num_filesystems:0,149,2023-03-12T01:38:38.000,2023-03-12T01:38:38.000,596208,549286151,73
g/ff1eQLHxY/AWFvBVvsow==,Mysql_database,MDMORSTG_MDMORSTG1,Mysql_dbconfig,2023-03-13T07:08:29.000,wiBL/DjbhtXgU6W1MgqPyA==,Partitioning (system),12.2.0.1.0,TRUE,,2021-05-10T15:00:25.000,1.32,1:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0:::1:I:I::1048575:0:1::L:N:NU:10::0:F0::N:N::0::0:::1:I:I::1048575:0:1::LP:N:NU:10::0:F0::N:N::0::0:::2:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0:::2:I:I::1048575:0:1::L:L:U:10::0:F0::N:N::0::0:::2:I:I::1048575:0:1::L:N:NU:10::0:F0::N:N::0::0:::2:I:I::1048575:0:1::LP:N:U:10::0:F0::N:N::0::0:::3:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0:::4:T:H::100:0:2:::::100::0:ON0::N:N::0::0:::4:I:::::4::GNP:N:U::::F:NO:::::::::5:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::6:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::6:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::6:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::6:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::7:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::7:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::8:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::8:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::8:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::9:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::9:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::10:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::10:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::11:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::11:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::11:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::11:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::12:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::12:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::13:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::13:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::13:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::14:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::14:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::14:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::15:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::15:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::15:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::16:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::16:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::17:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::17:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0:::18:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::18:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::18:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::19:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::20:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::21:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::22:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::23:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::24:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::24:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::25:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::26:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::27:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::28:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::29:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::30:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::31:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::31:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::32:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::32:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::33:T:R::1:0:1:::::1::0:ON0::N:N::0::0:::33:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0:::34:T:R::1:0:1:::::1::0:ON0::,96,2023-03-11T01:39:56.000,2023-03-11T01:39:56.000,596149,126625018,96
Q6JJT94rqdmwxCKLi20XUw==,Mysql_database,SQCORPRD_SQCORPRD1,Mysql_dbconfig,2023-03-14T00:36:10.000,vZPt7raAWZzgU6W1MgrFfw==,BA Owner,19.0.0.0.0,FALSE,,,0,,137,,2023-03-11T02:10:50.000,604800,2830031786,0
Hgrn2qZTBlx2L+BqE3hNfw==,Mysql_database,WEMSJSTG,Mysql_dbconfig,2023-03-14T00:47:13.000,yTSWdybkFC7gU6W1MgqDXg==,Compression Advisor,19.0.0.0.0,FALSE,,,0,,83,,2023-03-11T09:49:05.000,642845,2572551761,0
4em2qPyXZ1AtbleKTuXnFg==,Mysql_pdb,DSPSJPRD_DSPSJPDB,Mysql_pdbconfig,2023-03-13T09:58:47.000,vakDLQ+26Q3gU6W1MgqXQw==,ACFS,19.0.0.0.0,TRUE,,2021-11-14T09:39:51.000,,:num_filesystems:0,140,2023-03-13T01:14:26.000,2023-03-13T01:14:26.000,604839,3571366990,70
YU7lp0kuc2Mcoi/rWlwdMw==,Mysql_pdb,ACIQA_CDBROOT,Mysql_pdbconfig,2023-03-14T01:08:23.000,va9fJJCQJIfgU6W1MgqQ7g==,Partitioning (system),19.0.0.0.0,TRUE,,2020-04-23T13:41:56.000,11.03,1:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0::::N1:I:I::1048575:0:1::LP:N:NU:10::0:F0::N:N::0::0::::N1:I:I::1048575:0:1::L:N:NU:10::0:F0::N:N::0::0::::N2:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0::::N2:I:I::1048575:0:1::L:N:NU:10::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::LP:N:U:10::0:F0::N:N::0::0::::N2:I:I::1048575:0:1::L:L:U:10::0:F0::N:N::0::0::::N3:T:I::1048575:0:1:::::10::0:ON0::N:N::0::0::::N4:T:H::100:0:2:::::100::0:ON0::N:N::0::0::::N4:I:::::4::GNP:N:U::::F:NO::::::::::5:T:L::1:0:1:::::1::0:ON0::N:N::0::0::::N5:I:L::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N6:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N7:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N8:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N8:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N9:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N9:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N10:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N11:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N11:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N12:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N12:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N13:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N13:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N14:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N14:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N14:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N15:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N15:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N16:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N16:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N17:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N17:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N18:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N18:I:R::1:0:1::LP:N:U:1::0:F0::N:N::0::0::::N19:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N19:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N20:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N20:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N21:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N22:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N23:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N24:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N24:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N25:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N25:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N26:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N27:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N28:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N29:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N30:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N31:T:R::1:0:1:::::1::0:ON0::N:N::0::0::::N31:I:R::1:0:1::LP:N:NU:1::0:F0::N:N::0::0::::N32:T:R::1:0:1:::::1::0:ON0::N:N::,151,2023-03-11T14:38:23.000,2023-03-11T14:38:23.000,606202,32953364,151
W4NOD/swqMvf8exaMzfFGw==,Mysql_pdb,ACIDEV_ACIDEVPDB,Mysql_pdbconfig,2023-03-14T01:10:18.000,vauO/MGcSmfgU6W1MgqfYA==,Recovery Manager (RMAN),19.0.0.0.0,TRUE,,2020-04-29T23:09:05.000,1,,150,2023-03-07T14:37:34.000,2023-03-07T14:37:34.000,604835,988414785,149
cVT4Pc/F8GZd1KvTyYZvQQ==,Mysql_pdb,JRORSTG_JRORPDB,Mysql_pdbconfig,2023-03-13T11:37:34.000,vUHWZaVcIDXgU6W1MgquRA==,ACFS,19.0.0.0.0,TRUE,,2021-03-02T01:41:46.000,,:num_filesystems:0,139,2023-03-09T23:02:17.000,2023-03-09T23:02:17.000,604849,91968542,74
cZFqcl5W7eRn5sjvxsmw5g==,Mysql_pdb,DSISJPRD_DSISJPDB,Mysql_pdbconfig,2023-03-13T10:02:12.000,vakPb3kG8rvgU6W1MgrqHA==,ACFS,19.0.0.0.0,TRUE,,2021-11-14T09:39:57.000,,:num_filesystems:0,140,2023-03-13T01:14:10.000,2023-03-13T01:14:10.000,604833,1824456256,70
5NEBZOaR280OHtPd7FvI2g==,Mysql_pdb,CTSJSTD_CDBROOT,Mysql_pdbconfig,2021-06-27T12:17:56.000,xN9v2jsYICjgU6W1MgqaQg==,Unified Audit,19.0.0.0.0,TRUE,,2021-05-19T09:44:32.000,0,Pure Unified Auditing=FALSE; Number of Unified Audit policies=7; Number of Enabled Unified Audit policies=2; Number of Unified Audit policies with condition=0; Number of Unified Audit policies on DV=0; Number of Unified Audit policies on OLS=0; Number of Unified Audit policies on XS=2; Number of Unified Audit policies on DATAPUMP=0; Number of Unified Audit policies on PROTOCOL=0; Number of Enabled Unified Audit Contexts=0,6,2021-06-23T02:15:37.000,2021-06-23T02:15:37.000,601809,1445035246,6
7xQy02yPfxPgU6W1MgrbkQ==,rac_database,WSCORSTG,Mysql_racconfig,2023-03-13T08:35:43.000,7xQzirrsinTgU6W1Mgod3Q==,Baseline Adaptive Thresholds,19.0.0.0.0,FALSE,,,0,,117,,2023-03-11T01:38:38.000,609817,341029671,0
LMkmFUCymu7NW9vFaVujHQ==,Mysql_pdb,ENGNODEV_CDBROOT,Mysql_pdbconfig,2023-03-13T16:23:42.000,vZLmtVU5E2rgU6W1MgoIcg==,cx_Mysql,19.0.0.0.0,TRUE,,2023-03-11T11:34:16.000,,"Driver Versions=(8.3.0),Client Lib Versions=(19.18.0.0.0),Charsets=(AL32UTF8),Statement Caching",154,2023-03-11T11:34:16.000,2023-03-11T11:34:16.000,645555,448952524,1
8ljj0O990rA73AAACqw1+A==,Mysql_database,OPMORPRD_OPMORPRD2,Mysql_dbconfig,2023-03-13T09:38:38.000,vZOAlMRCBXvgU6W1MgqF/A==,ACFS,19.0.0.0.0,TRUE,,2021-03-18T00:18:38.000,0,:num_filesystems:0,139,2023-03-10T23:27:41.000,2023-03-10T23:27:41.000,605561,3808624968,72
EyG2S57MLccivBFpPqRd7g==,Mysql_pdb,DASNOPRD_CDBROOT,Mysql_pdbconfig,2023-03-13T16:23:36.000,vZwPB2xle7bgU6W1MgonJA==,Adaptive Plans,19.0.0.0.0,TRUE,,2020-07-13T14:36:04.000,,Total number of queries: 32816Number of queries with an adaptive plan: 3010Percentage of queries with an adaptive plan: 9.17235494880546075085324232081911262799Are the queries running in reporting mode  : No,139,2023-03-11T11:32:59.000,2023-03-11T11:32:59.000,645478,4236326591,139
f8pLds89Krc9rnLguw+iVg==,rac_database,EMCORPRD,Mysql_racconfig,2023-03-13T09:39:55.000,vZLWQas8AxXgU6W1MgrajA==,ACFS,19.0.0.0.0,TRUE,,2021-11-13T03:42:03.000,0,:num_filesystems:0,148,2023-03-10T23:33:48.000,2023-03-10T23:33:48.000,605927,3744729196,70
5+sGAa7VFn0e5BxLS7WZ0A==,Mysql_pdb,BSTORSDX_CDBROOT,Mysql_pdbconfig,2023-03-13T08:35:41.000,vVXAsZtHVg7gU6W1MgocHA==,ACFS,19.0.0.0.0,TRUE,,2021-10-23T04:02:52.000,,:num_filesystems:0,137,2023-03-11T01:38:46.000,2023-03-11T01:38:46.000,596206,321181775,73
